OrderID,OrderDate,PropertyID,ProductID,Quantity,Sales,ProductName,ProductCategory,Price,PropertyCity,PropertyState
55,09-01-2015,14,8,3,105,Bath Soap,Housekeeping,35,Nashville,Tennessee
56,10-01-2015,16,70,3,351,Door Lock,Maintenance,117,Denver,Colorado
57,10-01-2015,19,41,2,170,Office Chair,Furnishings,85,Los Angeles,California
58,10-01-2015,19,42,1,70,Reading Chair,Furnishings,70,Los Angeles,California
59,10-01-2015,13,93,2,170,Terminal,Public Areas,85,New Orleans,Louisiana
60,10-01-2015,13,42,2,140,Reading Chair,Furnishings,70,New Orleans,Louisiana
61,10-01-2015,1,18,3,72,Coffee Cup,Housekeeping,24,New York,New York
62,10-01-2015,2,59,1,14,Screws,Maintenance,14,Cincinnati,Ohio
63,10-01-2015,7,19,2,34,Light Bulb,Housekeeping,17,Boston,Massachusetts
64,11-01-2015,1,73,2,30,Mop,Maintenance,15,New York,New York
65,11-01-2015,6,83,1,60,Bar Stool,Public Areas,60,Orlando,Florida
66,11-01-2015,3,74,1,35,Large Plant,Public Areas,35,Portland,Oregon
67,11-01-2015,5,70,2,234,Door Lock,Maintenance,117,Kansas City,Missouri
68,11-01-2015,6,84,3,225,Tall Chair,Public Areas,75,Orlando,Florida
69,11-01-2015,2,48,2,80,Side Table,Furnishings,40,Cincinnati,Ohio
70,11-01-2015,14,65,1,89,Ladder,Maintenance,89,Nashville,Tennessee
71,12-01-2015,19,30,1,6,Permanent Markers,Office Supplies,6,Los Angeles,California
72,12-01-2015,10,36,1,115,Armoire,Furnishings,115,Arlington,Virginia
73,12-01-2015,11,25,3,84,Envelopes (Legal),Office Supplies,28,Atlanta,Georgia
74,12-01-2015,17,16,3,120,Mouthwash,Housekeeping,40,Las Vegas,Nevada
75,12-01-2015,3,27,2,16,Invisible Tape,Office Supplies,8,Portland,Oregon
76,12-01-2015,2,44,1,55,Floor Lamp,Furnishings,55,Cincinnati,Ohio
77,13-01-2015,18,44,3,165,Floor Lamp,Furnishings,55,Phoenix,Arizona
78,13-01-2015,14,72,1,12,Nails,Maintenance,12,Nashville,Tennessee
79,13-01-2015,16,39,3,135,Alarm Clock,Furnishings,45,Denver,Colorado
80,13-01-2015,8,85,1,80,Low Chair,Public Areas,80,Philadelphia,Pennsylvania
81,13-01-2015,2,75,2,50,Small Plant,Public Areas,25,Cincinnati,Ohio
82,14-01-2015,7,60,1,195,Portable Drill,Maintenance,195,Boston,Massachusetts
83,14-01-2015,20,53,1,20,Iron,Furnishings,20,San Francisco,California
84,14-01-2015,11,67,2,20,Adjustable Wrench,Maintenance,10,Atlanta,Georgia
85,14-01-2015,20,65,1,89,Ladder,Maintenance,89,San Francisco,California
86,14-01-2015,6,94,1,70,Monitor,Public Areas,70,Orlando,Florida
87,14-01-2015,14,44,3,165,Floor Lamp,Furnishings,55,Nashville,Tennessee
88,14-01-2015,6,58,1,85,Mirror,Furnishings,85,Orlando,Florida
89,14-01-2015,9,59,3,42,Screws,Maintenance,14,Richmond,Virginia
90,15-01-2015,13,84,1,75,Tall Chair,Public Areas,75,New Orleans,Louisiana
91,15-01-2015,16,16,3,120,Mouthwash,Housekeeping,40,Denver,Colorado
92,15-01-2015,2,58,3,255,Mirror,Furnishings,85,Cincinnati,Ohio
93,15-01-2015,4,73,1,15,Mop,Maintenance,15,Seattle,Washington
94,15-01-2015,19,59,2,28,Screws,Maintenance,14,Los Angeles,California
95,15-01-2015,12,84,3,225,Tall Chair,Public Areas,75,Dallas,Texas
96,16-01-2015,3,92,3,60,Large Sign,Public Areas,20,Portland,Oregon
97,16-01-2015,12,34,2,10,Shower Curtain,Furnishings,5,Dallas,Texas
98,16-01-2015,12,34,3,15,Shower Curtain,Furnishings,5,Dallas,Texas
99,16-01-2015,1,64,2,54,Gaffer's Tape,Maintenance,27,New York,New York
100,16-01-2015,10,24,1,24,Envelopes (Letter),Office Supplies,24,Arlington,Virginia
101,16-01-2015,12,31,3,60,Sticky Notes,Office Supplies,20,Dallas,Texas
102,16-01-2015,8,73,1,15,Mop,Maintenance,15,Philadelphia,Pennsylvania
103,17-01-2015,19,78,1,20,Small Area Rug,Public Areas,20,Los Angeles,California
104,17-01-2015,11,16,3,120,Mouthwash,Housekeeping,40,Atlanta,Georgia
105,17-01-2015,4,50,2,66,Small Vase,Furnishings,33,Seattle,Washington
106,17-01-2015,14,85,2,160,Low Chair,Public Areas,80,Nashville,Tennessee
107,17-01-2015,16,56,2,76,Telephone,Furnishings,38,Denver,Colorado
108,18-01-2015,4,25,1,28,Envelopes (Legal),Office Supplies,28,Seattle,Washington
109,18-01-2015,13,90,2,276,Luggage Cart,Public Areas,138,New Orleans,Louisiana
110,18-01-2015,3,72,2,24,Nails,Maintenance,12,Portland,Oregon
111,18-01-2015,3,39,2,90,Alarm Clock,Furnishings,45,Portland,Oregon
112,18-01-2015,15,10,1,19,Toilet Paper,Housekeeping,19,Chicago,Illinois
113,18-01-2015,15,15,3,72,Drinking Glass,Housekeeping,24,Chicago,Illinois
114,18-01-2015,3,75,1,25,Small Plant,Public Areas,25,Portland,Oregon
115,19-01-2015,10,4,2,80,Shampoo,Housekeeping,40,Arlington,Virginia
116,19-01-2015,8,47,2,150,Swivel Chair,Furnishings,75,Philadelphia,Pennsylvania
117,19-01-2015,15,34,3,15,Shower Curtain,Furnishings,5,Chicago,Illinois
118,20-01-2015,13,10,2,38,Toilet Paper,Housekeeping,19,New Orleans,Louisiana
119,20-01-2015,17,79,2,206,Coffee Table,Public Areas,103,Las Vegas,Nevada
120,20-01-2015,19,72,3,36,Nails,Maintenance,12,Los Angeles,California
121,20-01-2015,5,5,2,80,Moisturizer,Housekeeping,40,Kansas City,Missouri
122,20-01-2015,13,7,3,105,Hand Soap,Housekeeping,35,New Orleans,Louisiana
123,21-01-2015,20,22,1,3,Paper Clips,Office Supplies,3,San Francisco,California
124,21-01-2015,10,2,2,10,Hand Towel,Housekeeping,5,Arlington,Virginia
125,21-01-2015,11,3,3,9,Washcloth,Housekeeping,3,Atlanta,Georgia
126,21-01-2015,16,45,3,306,Computer Desk,Furnishings,102,Denver,Colorado
127,21-01-2015,18,91,1,14,Small Sign,Public Areas,14,Phoenix,Arizona
128,21-01-2015,11,41,2,170,Office Chair,Furnishings,85,Atlanta,Georgia
129,22-01-2015,2,39,1,45,Alarm Clock,Furnishings,45,Cincinnati,Ohio
130,22-01-2015,1,56,3,114,Telephone,Furnishings,38,New York,New York
131,22-01-2015,4,59,3,42,Screws,Maintenance,14,Seattle,Washington
132,22-01-2015,11,67,3,30,Adjustable Wrench,Maintenance,10,Atlanta,Georgia
133,22-01-2015,9,29,3,18,Erasable Markers,Office Supplies,6,Richmond,Virginia
134,22-01-2015,6,37,2,600,Bed (King),Furnishings,300,Orlando,Florida
135,22-01-2015,4,38,1,250,Bed (Double),Furnishings,250,Seattle,Washington
136,22-01-2015,15,36,3,345,Armoire,Furnishings,115,Chicago,Illinois
137,22-01-2015,15,66,1,21,Wood Glue,Maintenance,21,Chicago,Illinois
138,22-01-2015,8,61,2,16,Tape Measure,Maintenance,8,Philadelphia,Pennsylvania
139,23-01-2015,8,2,3,15,Hand Towel,Housekeeping,5,Philadelphia,Pennsylvania
140,23-01-2015,17,78,1,20,Small Area Rug,Public Areas,20,Las Vegas,Nevada
141,23-01-2015,11,14,3,45,Pillowcase,Housekeeping,15,Atlanta,Georgia
142,23-01-2015,17,88,1,6,Serving Tray,Public Areas,6,Las Vegas,Nevada
143,23-01-2015,14,16,1,40,Mouthwash,Housekeeping,40,Nashville,Tennessee
144,23-01-2015,9,49,3,81,Large Vase,Furnishings,27,Richmond,Virginia
145,23-01-2015,5,69,3,123,Door Knob,Maintenance,41,Kansas City,Missouri
146,23-01-2015,17,16,1,40,Mouthwash,Housekeeping,40,Las Vegas,Nevada
147,23-01-2015,8,68,3,90,Window Screen,Maintenance,30,Philadelphia,Pennsylvania
148,23-01-2015,3,69,2,82,Door Knob,Maintenance,41,Portland,Oregon
149,23-01-2015,8,73,1,15,Mop,Maintenance,15,Philadelphia,Pennsylvania
150,24-01-2015,2,45,3,306,Computer Desk,Furnishings,102,Cincinnati,Ohio
151,24-01-2015,18,77,2,80,Large Area Rug,Public Areas,40,Phoenix,Arizona
152,24-01-2015,10,93,2,170,Terminal,Public Areas,85,Arlington,Virginia
153,24-01-2015,17,50,3,99,Small Vase,Furnishings,33,Las Vegas,Nevada
154,24-01-2015,20,14,1,15,Pillowcase,Housekeeping,15,San Francisco,California
155,24-01-2015,1,52,3,54,Ironing Board,Furnishings,18,New York,New York
156,24-01-2015,19,6,3,120,Conditioner,Housekeeping,40,Los Angeles,California
157,24-01-2015,9,56,2,76,Telephone,Furnishings,38,Richmond,Virginia
158,24-01-2015,14,37,3,900,Bed (King),Furnishings,300,Nashville,Tennessee
159,25-01-2015,9,90,3,414,Luggage Cart,Public Areas,138,Richmond,Virginia
160,25-01-2015,4,65,1,89,Ladder,Maintenance,89,Seattle,Washington
161,25-01-2015,18,58,2,170,Mirror,Furnishings,85,Phoenix,Arizona
162,25-01-2015,9,24,2,48,Envelopes (Letter),Office Supplies,24,Richmond,Virginia
163,25-01-2015,17,41,2,170,Office Chair,Furnishings,85,Las Vegas,Nevada
164,25-01-2015,13,50,2,66,Small Vase,Furnishings,33,New Orleans,Louisiana
165,25-01-2015,4,93,3,255,Terminal,Public Areas,85,Seattle,Washington
166,25-01-2015,16,82,3,180,Business Cards,Public Areas,60,Denver,Colorado
167,25-01-2015,8,13,3,60,Bed Sheet (Double),Housekeeping,20,Philadelphia,Pennsylvania
168,26-01-2015,13,42,1,70,Reading Chair,Furnishings,70,New Orleans,Louisiana
169,26-01-2015,8,90,2,276,Luggage Cart,Public Areas,138,Philadelphia,Pennsylvania
170,26-01-2015,12,14,1,15,Pillowcase,Housekeeping,15,Dallas,Texas
171,26-01-2015,7,9,1,14,Tissues,Housekeeping,14,Boston,Massachusetts
172,26-01-2015,15,27,2,16,Invisible Tape,Office Supplies,8,Chicago,Illinois
173,27-01-2015,17,92,2,40,Large Sign,Public Areas,20,Las Vegas,Nevada
174,27-01-2015,19,38,1,250,Bed (Double),Furnishings,250,Los Angeles,California
175,27-01-2015,20,87,3,90,End Table,Public Areas,30,San Francisco,California
176,27-01-2015,6,1,1,9,Large Towel,Housekeeping,9,Orlando,Florida
177,27-01-2015,20,67,2,20,Adjustable Wrench,Maintenance,10,San Francisco,California
178,27-01-2015,2,52,3,54,Ironing Board,Furnishings,18,Cincinnati,Ohio
179,27-01-2015,20,68,1,30,Window Screen,Maintenance,30,San Francisco,California
180,27-01-2015,19,56,2,76,Telephone,Furnishings,38,Los Angeles,California
181,27-01-2015,13,81,3,9,Flyer Holder,Public Areas,3,New Orleans,Louisiana
182,27-01-2015,5,72,2,24,Nails,Maintenance,12,Kansas City,Missouri
183,27-01-2015,9,16,2,80,Mouthwash,Housekeeping,40,Richmond,Virginia
184,28-01-2015,5,51,2,170,Painting,Furnishings,85,Kansas City,Missouri
185,28-01-2015,2,24,1,24,Envelopes (Letter),Office Supplies,24,Cincinnati,Ohio
186,28-01-2015,6,35,1,25,Tissue Box,Furnishings,25,Orlando,Florida
187,28-01-2015,20,11,3,30,Shower Cap,Housekeeping,10,San Francisco,California
188,28-01-2015,10,3,2,6,Washcloth,Housekeeping,3,Arlington,Virginia
189,29-01-2015,14,64,1,27,Gaffer's Tape,Maintenance,27,Nashville,Tennessee
190,29-01-2015,12,6,2,80,Conditioner,Housekeeping,40,Dallas,Texas
191,29-01-2015,17,70,1,117,Door Lock,Maintenance,117,Las Vegas,Nevada
192,29-01-2015,13,60,2,390,Portable Drill,Maintenance,195,New Orleans,Louisiana
193,30-01-2015,18,68,2,60,Window Screen,Maintenance,30,Phoenix,Arizona
194,30-01-2015,17,62,1,202,Leaf Blower,Maintenance,202,Las Vegas,Nevada
195,30-01-2015,8,36,1,115,Armoire,Furnishings,115,Philadelphia,Pennsylvania
196,30-01-2015,12,71,2,34,Hammer,Maintenance,17,Dallas,Texas
197,30-01-2015,12,54,2,300,Chest of Drawers,Furnishings,150,Dallas,Texas
198,30-01-2015,13,52,1,18,Ironing Board,Furnishings,18,New Orleans,Louisiana
199,30-01-2015,20,58,3,255,Mirror,Furnishings,85,San Francisco,California
200,31-01-2015,16,25,2,56,Envelopes (Legal),Office Supplies,28,Denver,Colorado
201,31-01-2015,14,27,3,24,Invisible Tape,Office Supplies,8,Nashville,Tennessee
202,31-01-2015,10,5,1,40,Moisturizer,Housekeeping,40,Arlington,Virginia
203,01-02-2015,18,11,2,20,Shower Cap,Housekeeping,10,Phoenix,Arizona
204,01-02-2015,15,65,2,178,Ladder,Maintenance,89,Chicago,Illinois
205,02-02-2015,1,42,3,210,Reading Chair,Furnishings,70,New York,New York
206,02-02-2015,18,2,2,10,Hand Towel,Housekeeping,5,Phoenix,Arizona
207,02-02-2015,7,53,1,20,Iron,Furnishings,20,Boston,Massachusetts
208,02-02-2015,4,8,1,35,Bath Soap,Housekeeping,35,Seattle,Washington
209,02-02-2015,2,63,1,27,Duct Tape,Maintenance,27,Cincinnati,Ohio
210,02-02-2015,1,3,3,9,Washcloth,Housekeeping,3,New York,New York
211,02-02-2015,17,75,3,75,Small Plant,Public Areas,25,Las Vegas,Nevada
212,02-02-2015,3,36,2,230,Armoire,Furnishings,115,Portland,Oregon
213,03-02-2015,3,33,3,30,Towel Rack,Furnishings,10,Portland,Oregon
214,03-02-2015,14,58,3,255,Mirror,Furnishings,85,Nashville,Tennessee
215,03-02-2015,5,39,1,45,Alarm Clock,Furnishings,45,Kansas City,Missouri
216,03-02-2015,3,54,2,300,Chest of Drawers,Furnishings,150,Portland,Oregon
217,03-02-2015,19,81,1,3,Flyer Holder,Public Areas,3,Los Angeles,California
218,03-02-2015,17,94,2,140,Monitor,Public Areas,70,Las Vegas,Nevada
219,04-02-2015,1,2,3,15,Hand Towel,Housekeeping,5,New York,New York
220,04-02-2015,12,36,2,230,Armoire,Furnishings,115,Dallas,Texas
221,04-02-2015,1,53,3,60,Iron,Furnishings,20,New York,New York
222,05-02-2015,10,22,2,6,Paper Clips,Office Supplies,3,Arlington,Virginia
223,05-02-2015,1,6,3,120,Conditioner,Housekeeping,40,New York,New York
224,05-02-2015,3,72,1,12,Nails,Maintenance,12,Portland,Oregon
225,05-02-2015,2,9,1,14,Tissues,Housekeeping,14,Cincinnati,Ohio
226,06-02-2015,8,80,3,81,Poster Stand,Public Areas,27,Philadelphia,Pennsylvania
227,06-02-2015,7,46,1,115,Safe,Furnishings,115,Boston,Massachusetts
228,06-02-2015,8,71,2,34,Hammer,Maintenance,17,Philadelphia,Pennsylvania
229,06-02-2015,15,30,2,12,Permanent Markers,Office Supplies,6,Chicago,Illinois
230,07-02-2015,4,39,2,90,Alarm Clock,Furnishings,45,Seattle,Washington
231,08-02-2015,3,36,1,115,Armoire,Furnishings,115,Portland,Oregon
232,08-02-2015,10,29,1,6,Erasable Markers,Office Supplies,6,Arlington,Virginia
233,08-02-2015,9,64,1,27,Gaffer's Tape,Maintenance,27,Richmond,Virginia
234,08-02-2015,13,58,1,85,Mirror,Furnishings,85,New Orleans,Louisiana
235,08-02-2015,1,5,1,40,Moisturizer,Housekeeping,40,New York,New York
236,08-02-2015,20,74,3,105,Large Plant,Public Areas,35,San Francisco,California
237,08-02-2015,7,33,2,20,Towel Rack,Furnishings,10,Boston,Massachusetts
238,09-02-2015,4,36,3,345,Armoire,Furnishings,115,Seattle,Washington
239,09-02-2015,17,34,3,15,Shower Curtain,Furnishings,5,Las Vegas,Nevada
240,09-02-2015,3,67,1,10,Adjustable Wrench,Maintenance,10,Portland,Oregon
241,09-02-2015,20,93,1,85,Terminal,Public Areas,85,San Francisco,California
242,09-02-2015,2,69,2,82,Door Knob,Maintenance,41,Cincinnati,Ohio
243,09-02-2015,7,53,2,40,Iron,Furnishings,20,Boston,Massachusetts
244,10-02-2015,16,40,1,119,Coffee Maker,Furnishings,119,Denver,Colorado
245,10-02-2015,19,15,3,72,Drinking Glass,Housekeeping,24,Los Angeles,California
246,10-02-2015,16,92,1,20,Large Sign,Public Areas,20,Denver,Colorado
247,10-02-2015,16,39,1,45,Alarm Clock,Furnishings,45,Denver,Colorado
248,10-02-2015,16,19,2,34,Light Bulb,Housekeeping,17,Denver,Colorado
249,10-02-2015,5,49,3,81,Large Vase,Furnishings,27,Kansas City,Missouri
250,10-02-2015,14,50,2,66,Small Vase,Furnishings,33,Nashville,Tennessee
251,10-02-2015,14,66,1,21,Wood Glue,Maintenance,21,Nashville,Tennessee
252,11-02-2015,14,30,1,6,Permanent Markers,Office Supplies,6,Nashville,Tennessee
253,11-02-2015,5,12,3,87,Bed Sheet (King),Housekeeping,29,Kansas City,Missouri
254,11-02-2015,7,31,1,20,Sticky Notes,Office Supplies,20,Boston,Massachusetts
255,11-02-2015,11,78,3,60,Small Area Rug,Public Areas,20,Atlanta,Georgia
256,11-02-2015,9,42,1,70,Reading Chair,Furnishings,70,Richmond,Virginia
257,11-02-2015,20,65,2,178,Ladder,Maintenance,89,San Francisco,California
258,11-02-2015,6,61,2,16,Tape Measure,Maintenance,8,Orlando,Florida
259,11-02-2015,5,89,2,90,Photograph,Public Areas,45,Kansas City,Missouri
260,11-02-2015,14,47,2,150,Swivel Chair,Furnishings,75,Nashville,Tennessee
261,11-02-2015,17,38,2,500,Bed (Double),Furnishings,250,Las Vegas,Nevada
262,12-02-2015,12,19,2,34,Light Bulb,Housekeeping,17,Dallas,Texas
263,12-02-2015,12,37,2,600,Bed (King),Furnishings,300,Dallas,Texas
264,12-02-2015,13,55,2,400,Television,Furnishings,200,New Orleans,Louisiana
265,12-02-2015,14,2,2,10,Hand Towel,Housekeeping,5,Nashville,Tennessee
266,12-02-2015,8,91,1,14,Small Sign,Public Areas,14,Philadelphia,Pennsylvania
267,12-02-2015,10,55,1,200,Television,Furnishings,200,Arlington,Virginia
268,12-02-2015,5,55,2,400,Television,Furnishings,200,Kansas City,Missouri
269,13-02-2015,7,49,3,81,Large Vase,Furnishings,27,Boston,Massachusetts
270,13-02-2015,8,81,2,6,Flyer Holder,Public Areas,3,Philadelphia,Pennsylvania
271,13-02-2015,10,86,2,430,Sofa,Public Areas,215,Arlington,Virginia
272,13-02-2015,9,38,2,500,Bed (Double),Furnishings,250,Richmond,Virginia
273,13-02-2015,12,58,3,255,Mirror,Furnishings,85,Dallas,Texas
274,13-02-2015,5,49,1,27,Large Vase,Furnishings,27,Kansas City,Missouri
275,13-02-2015,8,72,3,36,Nails,Maintenance,12,Philadelphia,Pennsylvania
276,13-02-2015,19,91,2,28,Small Sign,Public Areas,14,Los Angeles,California
277,13-02-2015,12,75,2,50,Small Plant,Public Areas,25,Dallas,Texas
278,13-02-2015,1,84,1,75,Tall Chair,Public Areas,75,New York,New York
279,14-02-2015,6,51,3,255,Painting,Furnishings,85,Orlando,Florida
280,14-02-2015,5,5,2,80,Moisturizer,Housekeeping,40,Kansas City,Missouri
281,14-02-2015,14,44,1,55,Floor Lamp,Furnishings,55,Nashville,Tennessee
282,14-02-2015,20,6,2,80,Conditioner,Housekeeping,40,San Francisco,California
283,14-02-2015,3,61,2,16,Tape Measure,Maintenance,8,Portland,Oregon
284,14-02-2015,15,17,3,54,Clothes Hanger,Housekeeping,18,Chicago,Illinois
285,14-02-2015,7,44,2,110,Floor Lamp,Furnishings,55,Boston,Massachusetts
286,15-02-2015,13,93,1,85,Terminal,Public Areas,85,New Orleans,Louisiana
287,15-02-2015,18,21,3,150,Printer Paper,Office Supplies,50,Phoenix,Arizona
288,15-02-2015,16,48,2,80,Side Table,Furnishings,40,Denver,Colorado
289,15-02-2015,10,40,2,238,Coffee Maker,Furnishings,119,Arlington,Virginia
290,15-02-2015,11,9,1,14,Tissues,Housekeeping,14,Atlanta,Georgia
291,15-02-2015,10,12,1,29,Bed Sheet (King),Housekeeping,29,Arlington,Virginia
292,15-02-2015,8,90,3,414,Luggage Cart,Public Areas,138,Philadelphia,Pennsylvania
293,15-02-2015,12,38,2,500,Bed (Double),Furnishings,250,Dallas,Texas
294,16-02-2015,19,63,3,81,Duct Tape,Maintenance,27,Los Angeles,California
295,16-02-2015,18,51,2,170,Painting,Furnishings,85,Phoenix,Arizona
296,16-02-2015,16,70,3,351,Door Lock,Maintenance,117,Denver,Colorado
297,16-02-2015,18,61,2,16,Tape Measure,Maintenance,8,Phoenix,Arizona
298,16-02-2015,12,14,1,15,Pillowcase,Housekeeping,15,Dallas,Texas
299,16-02-2015,4,4,2,80,Shampoo,Housekeeping,40,Seattle,Washington
300,16-02-2015,20,80,3,81,Poster Stand,Public Areas,27,San Francisco,California
301,16-02-2015,20,33,1,10,Towel Rack,Furnishings,10,San Francisco,California
302,17-02-2015,17,65,2,178,Ladder,Maintenance,89,Las Vegas,Nevada
303,17-02-2015,16,35,3,75,Tissue Box,Furnishings,25,Denver,Colorado
304,17-02-2015,8,67,1,10,Adjustable Wrench,Maintenance,10,Philadelphia,Pennsylvania
305,17-02-2015,4,47,2,150,Swivel Chair,Furnishings,75,Seattle,Washington
306,17-02-2015,10,87,3,90,End Table,Public Areas,30,Arlington,Virginia
307,17-02-2015,19,77,1,40,Large Area Rug,Public Areas,40,Los Angeles,California
308,17-02-2015,12,27,3,24,Invisible Tape,Office Supplies,8,Dallas,Texas
309,17-02-2015,12,60,1,195,Portable Drill,Maintenance,195,Dallas,Texas
310,18-02-2015,5,79,2,206,Coffee Table,Public Areas,103,Kansas City,Missouri
311,18-02-2015,17,4,3,120,Shampoo,Housekeeping,40,Las Vegas,Nevada
312,18-02-2015,7,15,2,48,Drinking Glass,Housekeeping,24,Boston,Massachusetts
313,18-02-2015,5,61,1,8,Tape Measure,Maintenance,8,Kansas City,Missouri
314,18-02-2015,15,38,1,250,Bed (Double),Furnishings,250,Chicago,Illinois
315,19-02-2015,20,75,3,75,Small Plant,Public Areas,25,San Francisco,California
316,19-02-2015,9,34,1,5,Shower Curtain,Furnishings,5,Richmond,Virginia
317,19-02-2015,13,94,1,70,Monitor,Public Areas,70,New Orleans,Louisiana
318,19-02-2015,15,69,3,123,Door Knob,Maintenance,41,Chicago,Illinois
319,19-02-2015,3,9,2,28,Tissues,Housekeeping,14,Portland,Oregon
320,19-02-2015,3,43,1,38,Table Lamp,Furnishings,38,Portland,Oregon
321,20-02-2015,18,21,3,150,Printer Paper,Office Supplies,50,Phoenix,Arizona
322,20-02-2015,18,18,1,24,Coffee Cup,Housekeeping,24,Phoenix,Arizona
323,20-02-2015,15,73,2,30,Mop,Maintenance,15,Chicago,Illinois
324,20-02-2015,12,18,1,24,Coffee Cup,Housekeeping,24,Dallas,Texas
325,20-02-2015,18,23,1,85,Printer Toner,Office Supplies,85,Phoenix,Arizona
326,20-02-2015,18,67,2,20,Adjustable Wrench,Maintenance,10,Phoenix,Arizona
327,20-02-2015,1,34,1,5,Shower Curtain,Furnishings,5,New York,New York
328,20-02-2015,9,8,2,70,Bath Soap,Housekeeping,35,Richmond,Virginia
